"mcs150_date","add_date","status_code","dot_number","dun_bradstreet_no","phy_omc_region","safety_inv_terr","carrier_operation","business_org_id","mcs150_mileage","mcs150_mileage_year","mcs151_mileage","total_cars","mcs150_update_code_id","prior_revoke_flag","prior_revoke_dot_number","phone","fax","cell_phone","company_officer_1","company_officer_2","business_org_desc","truck_units","power_units","bus_units","fleetsize","review_id","recordable_crash_rate","mail_nationality_indicator","phy_nationality_indicator","phy_barrio","mail_barrio","carship","docket1prefix","docket1","docket2prefix","docket2","docket3prefix","docket3","pointnum","total_intrastate_drivers","mcsipstep","mcsipdate","hm_ind","interstate_beyond_100_miles","interstate_within_100_miles","intrastate_beyond_100_miles","intrastate_within_100_miles","total_cdl","total_drivers","avg_drivers_leased_per_month","classdef","legal_name","dba_name","phy_street","phy_city","phy_country","phy_state","phy_zip","phy_cnty","carrier_mailing_street","carrier_mailing_state","carrier_mailing_city","carrier_mailing_country","carrier_mailing_zip","carrier_mailing_cnty","carrier_mailing_und_date","driver_inter_total","email_address","review_type","review_date","safety_rating","safety_rating_date","undeliv_phy","crgo_genfreight","crgo_household","crgo_metalsheet","crgo_motoveh","crgo_drivetow","crgo_logpole","crgo_bldgmat","crgo_mobilehome","crgo_machlrg","crgo_produce","crgo_liqgas","crgo_intermodal","crgo_passengers","crgo_oilfield","crgo_livestock","crgo_grainfeed","crgo_coalcoke","crgo_meat","crgo_garbage","crgo_usmail","crgo_chem","crgo_drybulk","crgo_coldfood","crgo_beverages","crgo_paperprod","crgo_utility","crgo_farmsupp","crgo_construct","crgo_waterwell","crgo_cargoothr","crgo_cargoothr_desc","owntruck","owntract","owntrail","owncoach","ownschool_1_8","ownschool_9_15","ownschool_16","ownbus_16","ownvan_1_8","ownvan_9_15","ownlimo_1_8","ownlimo_9_15","ownlimo_16","trmtruck","trmtract","trmtrail","trmcoach","trmschool_1_8","trmschool_9_15","trmschool_16","trmbus_16","trmvan_1_8","trmvan_9_15","trmlimo_1_8","trmlimo_9_15","trmlimo_16","trptruck","trptract","trptrail","trpcoach","trpschool_1_8","trpschool_9_15","trpschool_16","trpbus_16","trpvan_1_8","trpvan_9_15","trplimo_1_8","trplimo_9_15","trplimo_16","docket1_status_code","docket2_status_code","docket3_status_code"
,"19870720","I","297426",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","PORT TO PORT INC",,"3001 S RIDGELAND","BERWYN","US","IL","60402","031","3001 S RIDGELAND","IL","BERWYN","US","60402","031","20040813",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","A","297427",,"04","G","C","1","0",,"0",,"3",,,"6159838520",,,"LARRY HARRISON",,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","AUTHORIZED FOR HIRE","LARRY HARRISON","HARRISON TRUCKING","122 NORTH SPRINGVIEW ROAD","MARYVILLE","US","TN","37801","009","122 NORTH SPRINGVIEW ROAD","TN","MARYVILLE","US","37801","009",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X",,"X","BOATS",,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297428",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","CARATINI TRUCKING INC",,"P  O  BOX 1941","BRIDGEVIEW","US","IL","60454","031","P  O  BOX 1941","IL","BRIDGEVIEW","US","60454","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297429",,"04","G","A","1","0",,"0",,"3",,,,,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","EXEMPT FOR HIRE","FRED HOUSTON",,"RT  3","TAZEWELL","US","TN","37879","025","RT  3","TN","TAZEWELL","US","37879","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297430",,"04","G","A","1","0",,"0",,"3",,,,,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","TIMOTHY L MILLER",,"RT  3  BOX 156","ONEIDA","US","TN","37841","151","RT  3  BOX 156","TN","ONEIDA","US","37841","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297431",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","TOWNCOUNTRYLANDSC",,"UNKNOWN","MARKHAM","US","IL","60426","031","3900W 167ST","IL","MARKHAM","US","60426","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297432","7921315","04","G","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","CHAPMAN DRUG CO",,"3700 PLEASANT RIDGE RD","KNOXVILLE","US","TN","37921-1739","093","P O BOX 50815","TN","KNOXVILLE","US","37950-0815","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297433",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","KARMERTRANS INC",,"835 STERL  AVE","PALATINE","US","IL","60067","031","835 STERL  AVE","IL","PALATINE","US","60067","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297434",,"04","G","A","1","0",,"0",,"3",,,,,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","JOYCE ANN HENDRICKSON",,"RT  4  BOX 59-B1","TAZEWELL","US","TN","37879","025","RT  4  BOX 59-B1","TN","TAZEWELL","US","37879","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297435",,"04","G","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","DAVID PARKER IND",,"RT  4  BOX 134","CLEVELAND","US","TN","37311","011","RT  4  BOX 134","TN","CLEVELAND","US","37311","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FURNITURE",,,"1",,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20010604 0000","19870720","I","297436","616473203","04","G","A","3","15000","2000","0",,"1",,,"4233232090","4233234941",,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","G&W WOOD PRODUCTS INC",,"177 HOBBS HOLLOW RD","BLOUNTVILLE","US","TN","37617-3618","163","177 HOBBS HOLLOW RD","TN","BLOUNTVILLE","US","37617-3618","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297437",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","CREATIVECOUR INC",,"850W ERIEST","CHICAGO","US","IL","60622","031","850W ERIEST","IL","CHICAGO","US","60622","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297438",,"04","G","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","J&M PRODUCE",,"4218 ISLAND HOME PARK","KNOXVILLE","US","TN","37920","093","4218 ISLAND HOME PARK","TN","KNOXVILLE","US","37920","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297439",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","LONATRK CO",,"5013SO LAWLER","CHICAGO","US","IL","60638","031","5013SO LAWLER","IL","CHICAGO","US","60638","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297440",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","RPTRADINGCO",,"14231CHICAGORD","DOLTON","US","IL","60419","031","14231CHICAGORD","IL","DOLTON","US","60419","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297441",,"04","G","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","1","0","0","0","2","0","PRIVATE PROPERTY","ED SULLIVAN & SONS DRILLING",,"BOX 503","CROSSVILLE","US","TN","38555","035","BOX 503","TN","CROSSVILLE","US","38555","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297442",,"04","G","A","1","0",,"0",,"3",,,,,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","EXEMPT FOR HIRE","LARRY LUTHER LANCE",,"RT  3  BOX 32A","SWEETWATER","US","TN","37874","123","RT  3  BOX 32A","TN","SWEETWATER","US","37874","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297443",,"04","G","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","PRIVATE PROPERTY","WESTERN SPORTSWEAR CO",,"BOX 248","JAMESTOWN","US","TN","38556","049","BOX 248","TN","JAMESTOWN","US","38556","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297444",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,"S","0",,,"N",,,,,,,,"PRIVATE PROPERTY","VALENTE TRK INC",,"16351STLOUIS","MARKHAM","US","IL","60426","031","16351STLOUIS","IL","MARKHAM","US","60426","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20230817 0000","19870720","I","297445",,"04","G","A","1","15000","2021",,,"3",,,"4234199617","8659921804",,"RICHARD WELCH",,"INDIVIDUAL","1","1","0","A",,,,,,,"C","MC","1020631",,,,,,"0","0","20210423","N","1","0","0","0","1","1","0","OTHER-REGISTRANT;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE","RICHARD K WELCH",,"2205 OLD HIGHWAY 63","SPEEDWELL","US","TN","37870","025","2205 OLD HIGHWAY 63","TN","SPEEDWELL","US","37870","025",,,"sharnee01@comcast.net",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
,"19870720","I","297446",,"04","G","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N","1","0","0","0","0","1","0","EXEMPT FOR HIRE","TRIVETT TRUCKING CO",,"112 SPANISH OAKS RD","BRISTOL","US","TN","37620","163","112 SPANISH OAKS RD","TN","BRISTOL","US","37620","163","20060804",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297447",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","COMMERCIAL WHOLESALE CO",,"2920 SOUTH 19TH AVENUE","BROADVIEW","US","IL","60153","031","2920 SOUTH 19TH AVENUE","IL","BROADVIEW","US","60153","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297448",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"OTHER-APPLYING FOR MC","CARL BUDDIG TRANS",,"11914 SOUTH PEORIA ST","CHICAGO","US","IL","60643","031","11914 SOUTH PEORIA ST","IL","CHICAGO","US","60643","031","20040908",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297449",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","EXPEDITED CARGO SERV INC",,"5030W 39THST","CICERO","US","IL","60650","031","5030W 39THST","IL","CICERO","US","60650","031","20020927",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297450",,"05","A","A","3","0",,"0",,"3",,,"7085989067",,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","TONE TRUCKING INC",,"P  O  BOX 1912","BRIDGEVIEW","US","IL","60455","031","P  O  BOX 1912","IL","BRIDGEVIEW","US","60455","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20250728 0906","19870720","A","297451","34669275","04","G","C","3","60000","2022",,,"3","N",,"9318798114","9318794271","9312616380","CORY COLLIER","RICHARD CHOATE","CORPORATION","5","5","0","C",,,,,,,"C",,,,,,,,"3","0","20190304","Y","2","0","0","3","5","5","0","PRIVATE PROPERTY","FENTRESS FARMERS COOP",,"1219 OLD HWY 127 SOUTH","JAMESTOWN","US","TN","38556-0966","049","P O BOX 966","TN","JAMESTOWN","US","38556-0966","049",,"2","rsmith@fentresscoop.com",,,,,,"X",,,,,,,,,,,,,,,"X",,,,,,"X",,,,,"X",,,,,"3","2","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297452",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","EAGLECOURIER LTD",,"UNKNOWN","CHICAGO","US","IL","60610","031","310WCHICAGOAVE","IL","CHICAGO","US","60610","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20010326 0000","19870720","A","297453",,"04","G","B","1","0",,"0",,"2",,,"6152726399",,,,,"INDIVIDUAL","3","3","0","B",,,,,,,"C",,,,,,,,"1",,,"N","0","0","1","0","0","1","0","PRIVATE PROPERTY","JIM GILLUM MANUFACTURING",,"RT  1  BOX 99","MOORESBURG","US","TN","37811","073","RT  1  BOX 99","TN","MOORESBURG","US","37811","073",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"X","FURNITURE","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297454","10869501","05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,"P","0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","A & P TRUCKING INC",,"5137 ALDERSYDE RD","OAK FOREST","US","IL","60452-4403","031","P O BOX 185","IL","OAK FOREST","US","60452-0185","031","20110429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297455",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","KLINEMOTORSERVINC",,"2122CALVINAVE","BERKELEY","US","IL","60163","031","2122CALVINAVE","IL","BERKELEY","US","60163","031","20030625",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297456","139709679","05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160205","N",,,,,,,,"PRIVATE PROPERTY","C & C DELIVERY SYSTEMS",,"9740 W  FOSTER AVENUE","MIDLOTHIAN","US","IL","60445","031","9740 W  FOSTER AVENUE","IL","MIDLOTHIAN","US","60445","031","20031009",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297457",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","C&CDELSYS",,"P O BOX811","MIDLOTHIAN","US","IL","60445","031","P O BOX811","IL","MIDLOTHIAN","US","60445","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20030801 0000","19870720","I","297458",,"05","A","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","FERNANDEZ TRUCKING",,"5257 S KILPATRICK","CHICAGO","US","IL","60632","031","5257 S KILPATRICK","IL","CHICAGO","US","60632","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297459","98213044","03","J","A","3","0",,"0",,"3",,,"4127713342",,,,,"CORPORATION","4","4","0","C",,,,,,,"C",,,,,,,,"0","99","20160504","N",,,,,,,,"PRIVATE PROPERTY","B F S CARTAGE CO",,"2995 GRAND AVE","NEVILLE ISLAND","US","PA","15225","003","2995 GRAND AVE","PA","NEVILLE ISLAND","US","15225","003","20090922",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,
,"19870720","I","297460","88794029","03","H","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","BAKE RITE ROLLS",,"2945 SAMUEL DR","BENSALEM","US","PA","19020","017","P O  BOX 407","PA","BENSALEM","US","19020","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20100128 0000","19870720","I","297461","5002860","03","Q","A","3","0",,"0",,"3",,,"7136254889","7136255963","7132015146",,,"CORPORATION","1","1","0","A",,,"U","U",,,"C",,,,,,,,"0",,,"N",,"1",,,,"1",,"PRIVATE PROPERTY","BAKER MINE SERVICE",,"455 RACETRACK","MEADOW LANDS","US","PA","15347","125","P O BOX 4740","TX","HOUSTON","US","77210-4740","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNKNOWM","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20040121 0000","19870720","I","297462",,"03","S","A","3","0",,"0",,"3",,,"6103326400",,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,"1",,,,"1",,"PRIVATE PROPERTY","BAMBRICK ENTERPRISES INC",,"217 OLD AIRPORT RD","DOUGLASSVILLE","US","PA","19518","011","217 OLD AIRPORT RD","PA","DOUGLASSVILLE","US","19518","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFED","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297463",,"03","J","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","BEACON MOTOR FREIGHT INC",,"P O  BOX 12318","PITTSBURGH","US","PA","15231","003","P O  BOX 12318","PA","PITTSBURGH","US","15231","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297464",,"03","H","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","BETHLEHEM IRON WORKS INC",,"3135 SCHOENERSVILLE RD","BETHLEHEM","US","PA","18001","077","3135 SCHOENERSVILLE RD","PA","BETHLEHEM","US","18001","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297465","140809500","03","H","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","JOSEPH E BLOOMFIELD JR",,"24 WOODLAKE DR","HOLLAND","US","PA","18966-2139","017","24 WOODLAKE DR","PA","HOLLAND","US","18966-2139","017","20040624",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20040521 0000","19870720","I","297466",,"03","Q","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,"1",,,,"1",,"PRIVATE PROPERTY","BETTY JANE BOYD",,"380 & JEFFERSON STS","VANDERGRIFT","US","PA","15690","129","380 & JEFFERSON STS","PA","VANDERGRIFT","US","15690","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNKNOWN","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297467","96855242","03","S","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","0","0","0","0",,,,,,,"C",,,,,,,,"0","99","20160111","N",,,,,,,,"PRIVATE PROPERTY","BUCKSHIRE FEED LTD",,"1000 WALNUT ST","LANSDALE","US","PA","19446","091","1000 WALNUT ST","PA","LANSDALE","US","19446","091","20040930",,,,,,,"U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20040830 0000","19870720","A","297468","103750816","03","H","C","3","33115","2003","0",,"3","N",,"2157240900","2157246318",,"JOSEPH RUFFIN",,"CORPORATION","3","3","0","B",,,,,,,"C","MC","148581",,,,,,"1",,,"N","1",,,"1","2","2",,"PRIVATE PROPERTY;AUTHORIZED FOR HIRE","BUDD TRANSPORTATION SERVICES INC",,"1627 S 52ND STREET","PHILADELPHIA","US","PA","19143","101","P O BOX 33240","PA","PHILADELPHIA","US","19142","101",,"1",,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,"2","4",,,,,,,,,,,,,,,,,,,,,,,,"A",,
"20080911 0000","19870720","I","297469","44914711","04","N","A","1","0",,"6000000",,"3",,,"6062780355",,,"GEORGE M WINCHESTER",,"INDIVIDUAL","14","14","0","F",,,,,,,"C",,,,,,,,"14","99","20160111","N","0","0","0","14","4","14","0","EXEMPT FOR HIRE","WINCHESTERS TOWING AND REPAIR","A 1 WINCHESTERS TOWING AND REPAIR INC","201 BIG RUN ROAD","LEXINGTON","US","KY","40503","067","201 BIG RUN ROAD","KY","LEXINGTON","US","40503","067",,,,"C","19930104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297470",,"04","N","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","M C WEBB INC",,"LEXINGTON ROAD","DANVILLE","US","KY","40422","021","LEXINGTON ROAD","KY","DANVILLE","US","40422","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297471",,"04","N","A","3","0",,"0",,"3",,,,,,,,"CORPORATION","1","1","0","A",,,,,,,"C",,,,,,,,"0",,,"N",,,,,,,,"PRIVATE PROPERTY","POTTER CHEVRON",,"1700 HARRODSBURG ROAD","LEXINGTON","US","KY","40504","067","1700 HARRODSBURG ROAD","KY","LEXINGTON","US","40504","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"19870720","I","297472",,"04","N","A","1","0",,"75000",,"3",,,"5026784964",,,,,"INDIVIDUAL","1","1","0","A",,,,,,,"C","MC","199217",,,,,,"0",,,"N","1","0","0","0","0","1","0","OTHER-UNKNOWN","PEDIGO TRUCKING",,"327 PATTERSON ROAD","SMITH`S GROVE","US","KY","42171","001","327 PATTERSON ROAD","KY","SMITH`S GROVE","US","42171","001",,,,"S","19880413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UNSPECIFIED",,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,
